card_id,name_ko,name_en,pool,scope,rarity,cost,type,status,modeled_clauses,total_clauses,unsupported_keywords,score_low,score_baseline,score_high,benchmark_v2,benchmark_v3,residual_low,residual_baseline,residual_high,rules,unmodeled_clauses,description_en
NULL,Null,Null,defect,character,Uncommon,E2,Attack,full_fixed,3,3,,13.6,13.6,13.6,11.0,11.0,2.6,2.6,2.6,simple_fixed_v3,,Deal 10 damage. Apply 2 Weak. Channel 1 Dark.
OBLIVION,망각,Oblivion,necrobinder,character,Rare,E0,Skill,partial,0,1,,0.0,0.0,0.0,6.5,6.5,,,,,"Whenever you play a card this turn, apply 3 Doom to the enemy.","Whenever you play a card this turn, apply 3 Doom to the enemy."
OFFERING,제물,Offering,ironclad,character,Rare,E0,Skill,full_fixed,3,3,,6.25,6.25,6.25,6.5,6.5,-0.25,-0.25,-0.25,simple_fixed_v3,,Lose 6 HP. Gain 2 Energy. Draw 3 cards.
OMNISLICE,만물 절단,Omnislice,colorless,colorless,Uncommon,E0,Attack,partial,1,2,,4.0,4.0,4.0,4.25,4.25,,,,atomic_fixed,Damage ALL other enemies equal to the damage dealt.,Deal 8 damage. Damage ALL other enemies equal to the damage dealt.
ONE_TWO_PUNCH,원투 펀치,One-Two Punch,ironclad,character,Rare,E1,Skill,partial,0,1,,0.0,0.0,0.0,6.5,6.5,,,,,"This turn, your next Attack is played an extra time.","This turn, your next Attack is played an extra time."
ORBIT,궤도,Orbit,regent,character,Uncommon,E2,Power,full_scenario,1,1,,0.0,4.5,10.0,11.0,11.0,-11.0,-6.5,-1.0,atomic_fixed|threshold_triggers,,"Every 4 Energy you spend, gain 1 Energy."
OUTBREAK,발병,Outbreak,silent,character,Uncommon,E1,Power,full_scenario,1,1,,0.0,12.87,28.6,6.5,6.5,-6.5,6.37,22.1,atomic_fixed|threshold_triggers,,"Every 3 times you apply Poison, deal 11 damage to ALL enemies."
OUTMANEUVER,압도,Outmaneuver,event,event,Event,E1,Skill,full_fixed,1,1,,4.0,4.0,4.0,,,,,,atomic_fixed|delay_next_turn,,"Next turn, gain 2 Energy."
OVERCLOCK,오버클럭,Overclock,defect,character,Uncommon,E0,Skill,full_fixed,2,2,,1.9,1.9,1.9,5.0,4.3,-2.4,-2.4,-2.4,simple_fixed_v3,,Draw 2 cards. Add a Burn into your Discard Pile.
PACTS_END,조약의 끝,Pact's End,ironclad,character,Rare,E0,Attack,full_scenario,1,1,,0.0,7.735,11.05,6.5,6.5,-6.5,1.235,4.55,atomic_fixed|condition_probability,,"If you have 3 or more cards in your Exhaust Pile, deal 17 damage to ALL enemies."
PAGESTORM,서류 폭풍,Pagestorm,necrobinder,character,Uncommon,E1,Power,full_scenario,1,1,,1.25,4.375,22.5,6.5,6.5,-5.25,-2.125,16.0,atomic_fixed|event_triggers,,"Whenever you draw an Ethereal card, draw 1 card."
PALE_BLUE_DOT,창백한 푸른 점,Pale Blue Dot,regent,character,Uncommon,E1,Power,partial,0,1,,0.0,0.0,0.0,6.5,6.5,,,,,"If you play 5 or more cards in a turn, draw 1 card at the start of your next turn.","If you play 5 or more cards in a turn, draw 1 card at the start of your next turn."
PANACHE,위풍당당,Panache,colorless,colorless,Uncommon,E0,Power,full_scenario,1,1,,0.0,11.7,26.0,4.25,4.25,-4.25,7.45,21.75,atomic_fixed|threshold_triggers,,"Every time you play 5 cards in a single turn, deal 10 damage to ALL enemies."
PANIC_BUTTON,비상 단추,Panic Button,colorless,colorless,Uncommon,E0,Skill,partial,1,2,,17.0,17.0,17.0,4.25,4.25,,,,atomic_fixed,You cannot gain Block from cards for 2 turns.,Gain 30 Block. You cannot gain Block from cards for 2 turns.
PARRY,쳐내기,Parry,regent,character,Uncommon,E1,Power,partial,0,1,,0.0,0.0,0.0,6.5,6.5,,,,,Sovereign Blade now gains 10 Block.,Sovereign Blade now gains 10 Block.
PARSE,분석,Parse,necrobinder,character,Uncommon,E1,Skill,full_fixed,1,1,,4.55,4.55,4.55,6.5,6.5,-1.95,-1.95,-1.95,simple_fixed_v3,,Draw 3 cards.
PARTICLE_WALL,입자 벽,Particle Wall,regent,character,Uncommon,E0+S2,Skill,partial,1,2,,5.4,5.4,5.4,,,,,,atomic_fixed,Return this card to your Hand.,Gain 9 Block. Return this card to your Hand.
PATTER,별무리,Patter,regent,character,Common,E1,Skill,full_fixed,2,2,,5.8,5.8,5.8,5.3,5.3,0.5,0.5,0.5,simple_fixed_v3,,Gain 8 Block. Gain 2 Vigor.
PECK,쪼기,Peck,event,event,Event,E1,Attack,full_scenario,1,1,,3.0,3.5,4.5,,,,,,multi_hit_strength_synergy|simple_fixed_v3,,Deal 2 damage 3 times.
PERFECTED_STRIKE,완벽한 타격,Perfected Strike,ironclad,character,Common,E2,Attack,partial,1,2,,3.0,3.0,3.0,9.0,9.0,,,,atomic_fixed,Deals 2 additional damage for ALL your cards containing “Strike”.,Deal 6 damage. Deals 2 additional damage for ALL your cards containing “Strike”.
PHANTOM_BLADES,환영검,Phantom Blades,silent,character,Uncommon,E1,Power,partial,0,2,,0.0,0.0,0.0,6.5,6.5,,,,,Shivs gain Retain. || The first Shiv you play each turn deals 9 additional damage.,Shivs gain Retain. The first Shiv you play each turn deals 9 additional damage.
PHOTON_CUT,광자 베기,Photon Cut,regent,character,Common,E1,Attack,full_fixed,3,3,,5.75,5.75,5.75,5.3,5.3,0.45,0.45,0.45,atomic_fixed|atomic_hand_to_topdeck,,Deal 10 damage. Draw 1 card. Put 1 card from your Hand on top of your Draw Pile.
PIERCING_WAIL,귀를 찢는 비명,Piercing Wail,silent,character,Common,E1,Skill,full_fixed,1,1,,6.02,6.02,6.02,5.3,5.3,0.72,0.72,0.72,atomic_enemy_strength_loss_turn,,ALL enemies lose 6 Strength this turn.
PILLAGE,갈취,Pillage,ironclad,character,Uncommon,E1,Attack,partial,1,2,,3.0,3.0,3.0,6.5,6.5,,,,atomic_fixed,Draw cards until you draw a non-Attack card.,Deal 6 damage. Draw cards until you draw a non-Attack card.
PILLAR_OF_CREATION,창조의 기둥,Pillar of Creation,regent,character,Uncommon,E1,Power,full_scenario,1,1,,1.8,6.3,32.4,6.5,6.5,-4.7,-0.2,25.9,atomic_fixed|event_triggers,,"Whenever you create a card, gain 3 Block."
PINPOINT,정밀 사격,Pinpoint,silent,character,Uncommon,E3,Attack,partial,1,2,,7.5,7.5,7.5,16.0,16.0,,,,atomic_fixed,Costs 1 less Energy for each Skill played this turn.,Deal 15 damage. Costs 1 less Energy for each Skill played this turn.
POISONED_STAB,독 찌르기,Poisoned Stab,silent,character,Common,E1,Attack,full_fixed,2,2,,6.0,6.0,6.0,5.3,5.3,0.7,0.7,0.7,simple_fixed_v3,,Deal 6 damage. Apply 3 Poison.
POKE,쑤시기,Poke,necrobinder,character,Common,E0,Attack,full_fixed,1,1,,2.7,2.7,2.7,2.7,2.7,0.0,0.0,0.0,atomic_osty_damage,,Osty deals 6 damage.
POMMEL_STRIKE,폼멜 타격,Pommel Strike,ironclad,character,Common,E1,Attack,full_fixed,2,2,,5.75,5.75,5.75,5.3,5.3,0.45,0.45,0.45,simple_fixed_v3,,Deal 9 damage. Draw 1 card.
POOR_SLEEP,수면 부족,Poor Sleep,curse,curse,Curse,E-1,Curse,partial,0,0,UNPLAYABLE,0.5,0.5,0.5,,,,,,,,
POUNCE,덮치기,Pounce,silent,character,Uncommon,E2,Attack,partial,1,2,,7.0,7.0,7.0,11.0,11.0,,,,atomic_fixed,The next Skill you play costs 0 Energy.,Deal 14 damage. The next Skill you play costs 0 Energy.
PRECISE_CUT,정밀한 베기,Precise Cut,silent,character,Uncommon,E0,Attack,partial,1,2,,6.5,6.5,6.5,5.0,4.3,,,,atomic_fixed,Deals 2 less damage for each other card in your Hand.,Deal 13 damage. Deals 2 less damage for each other card in your Hand.
PREDATOR,천적,Predator,silent,character,Common,E2,Attack,full_fixed,2,2,,10.22,10.22,10.22,9.0,9.0,1.22,1.22,1.22,atomic_fixed|delay_next_turn,,"Deal 15 damage. Next turn, draw 2 cards."
PREPARED,예비,Prepared,silent,character,Common,E0,Skill,full_fixed,2,2,,1.5,1.5,1.5,2.7,2.7,-1.2,-1.2,-1.2,simple_fixed_v3,,Draw 1 card. Discard 1 card.
PREP_TIME,준비 시간,Prep Time,colorless,colorless,Uncommon,E1,Power,full_scenario,1,1,,3.0,7.4,12.0,6.8,6.8,-3.8,0.6,5.2,atomic_fixed|recurring_turns,,"At the start of your turn, gain 4 Vigor."
PRIMAL_FORCE,원시의 힘,Primal Force,ironclad,character,Rare,E0,Skill,partial,0,1,,0.0,0.0,0.0,6.5,6.5,,,,,Transform all Attacks in your Hand into Giant Rock.,Transform all Attacks in your Hand into Giant Rock.
PRODUCTION,생산,Production,colorless,colorless,Uncommon,E0,Skill,full_fixed,1,1,,4.0,4.0,4.0,4.25,4.25,-0.25,-0.25,-0.25,simple_fixed_v3,,Gain 2 Energy.
PROLONG,연장,Prolong,colorless,colorless,Uncommon,E0,Skill,full_scenario,1,1,,0.44,2.84,6.2,4.25,4.25,-3.81,-1.41,1.95,delay_next_turn|equal_to_quantity,,"Next turn, gain Block equal to your current Block."
PROPHESIZE,예언,Prophesize,regent,character,Uncommon,E2,Skill,full_fixed,1,1,,12.0,12.0,12.0,11.0,11.0,1.0,1.0,1.0,simple_fixed_v3,,Draw 6 cards.
PROTECTOR,파수꾼,Protector,necrobinder,character,Ancient,E1,Attack,partial,1,2,,4.5,4.5,4.5,,,,,,atomic_osty_damage,Deals additional damage equal to Osty's Max HP.,Osty deals 10 damage. Deals additional damage equal to Osty's Max HP.
PROWESS,기량,Prowess,colorless,colorless,Uncommon,E1,Power,full_fixed,2,2,,6.5,6.5,6.5,6.8,6.8,-0.3,-0.3,-0.3,simple_fixed_v3,,Gain 1 Strength. Gain 1 Dexterity.
PULL_AGGRO,시선 유도,Pull Aggro,necrobinder,character,Common,E2,Skill,full_fixed,2,2,,8.6,8.6,8.6,9.0,9.0,-0.4,-0.4,-0.4,simple_fixed_v3,,Summon 4. Gain 7 Block.
PULL_FROM_BELOW,끌어내리기,Pull from Below,necrobinder,character,Uncommon,E1,Attack,full_scenario,1,1,,2.5,5.5,25.0,6.5,6.5,-4.0,-1.0,18.5,atomic_fixed|scaling_count,,Deal 5 damage for each Ethereal card played this combat.
PURITY,순수,Purity,colorless,colorless,Uncommon,E0,Skill,partial,0,1,,-0.5,-0.5,-0.5,4.25,4.25,,,,,Exhaust up to 3 cards in your Hand.,Exhaust up to 3 cards in your Hand.
PUTREFY,부식,Putrefy,necrobinder,character,Uncommon,E1,Skill,full_fixed,2,2,,7.2,7.2,7.2,6.5,6.5,0.7,0.7,0.7,simple_fixed_v3,,Apply 2 Weak. Apply 2 Vulnerable.
PYRE,불의 심장,Pyre,ironclad,character,Rare,E2,Power,full_scenario,1,1,,5.0,17.0,25.0,17.0,17.0,-12.0,0.0,8.0,atomic_fixed|recurring_resource_turns,,Gain 1 Energy at the start of each turn.
QUADCAST,사중 시전,Quadcast,defect,character,Ancient,E1,Skill,partial,0,1,,0.0,0.0,0.0,,,,,,,Evoke your rightmost Orb 4 times.,Evoke your rightmost Orb 4 times.
QUASAR,준항성,Quasar,regent,character,Uncommon,E0+S2,Skill,partial,0,1,,0.0,0.0,0.0,,,,,,,Choose 1 of 3 random Colorless cards to add into your Hand.,Choose 1 of 3 random Colorless cards to add into your Hand.
RADIATE,방출,Radiate,regent,character,Uncommon,E0,Attack,full_scenario,1,1,,1.95,4.29,19.5,5.0,4.3,-2.35,-0.01,15.2,atomic_fixed|scaling_count,,Deal 3 damage to ALL enemies for each 1 Stars gained this turn.
RAGE,격노,Rage,ironclad,character,Uncommon,E0,Skill,full_scenario,1,1,,1.8,6.3,32.4,5.0,4.3,-2.5,2.0,28.1,atomic_fixed|event_triggers,,"Whenever you play an Attack this turn, gain 3 Block."
RAINBOW,무지개,Rainbow,defect,character,Rare,E2,Skill,full_scenario,3,3,,8.8,13.8,17.0,17.0,17.0,-8.2,-3.2,0.0,orb_diversity_bundle|simple_fixed_v3,,Channel 1 Lightning. Channel 1 Frost. Channel 1 Dark.
RALLY,단결,Rally,colorless,colorless,Rare,E2,Skill,full_scenario,1,1,,7.2,10.8,18.0,18.0,18.0,-10.8,-7.2,0.0,all_players|atomic_fixed,,ALL players gain 12 Block.
RAMPAGE,광란,Rampage,ironclad,character,Uncommon,E1,Attack,partial,1,2,,4.5,4.5,4.5,6.5,6.5,,,,atomic_fixed,Increase this card's damage by 5 this combat.,Deal 9 damage. Increase this card's damage by 5 this combat.
RATTLE,덜그럭대기,Rattle,necrobinder,character,Uncommon,E1,Attack,partial,1,2,,3.15,3.15,3.15,6.5,6.5,,,,atomic_osty_damage,Hits an additional time for each other time he has attacked this turn.,Osty deals 7 damage. Hits an additional time for each other time he has attacked this turn.
REANIMATE,소생,Reanimate,necrobinder,character,Rare,E3,Skill,full_fixed,1,1,,21.0,21.0,21.0,20.0,20.0,1.0,1.0,1.0,simple_fixed_v3,,Summon 20.
REAP,수확,Reap,necrobinder,character,Common,E3,Attack,full_fixed,1,1,,14.0,14.0,14.0,13.5,13.5,0.5,0.5,0.5,simple_fixed_v3,,Deal 27 damage.
REAPER_FORM,사신의 형상,Reaper Form,necrobinder,character,Rare,E3,Power,partial,0,1,,0.0,0.0,0.0,20.0,20.0,,,,,"Whenever Attacks deal damage, apply that much Doom.","Whenever Attacks deal damage, apply that much Doom."
REAVE,강탈,Reave,necrobinder,character,Common,E1,Attack,full_fixed,2,2,,5.5,5.5,5.5,5.3,5.3,0.2,0.2,0.2,simple_fixed_v3,,Deal 9 damage. Add a Soul into your Draw Pile.
REBOOT,다시 시작,Reboot,defect,character,Rare,E0,Skill,partial,1,2,,6.7,6.7,6.7,6.5,6.5,,,,atomic_fixed,Shuffle ALL your cards into your Draw Pile.,Shuffle ALL your cards into your Draw Pile. Draw 4 cards.
REBOUND,되돌리기,Rebound,event,event,Event,E1,Attack,partial,1,2,,4.5,4.5,4.5,,,,,,atomic_fixed,Put the next card you play this turn on top of your Draw Pile.,Deal 9 damage. Put the next card you play this turn on top of your Draw Pile.
REFINE_BLADE,검날 개선,Refine Blade,regent,character,Common,E1,Skill,full_fixed,2,2,,4.97,4.97,4.97,5.3,5.3,-0.33,-0.33,-0.33,atomic_fixed|delay_next_turn,,"Forge 9. Next turn, gain 1 Energy."
REFLECT,반사,Reflect,regent,character,Uncommon,E1+S3,Skill,partial,1,2,,9.0,9.0,9.0,,,,,,atomic_fixed,Blocked attack damage is reflected to your attacker this turn.,Gain 15 Block. Blocked attack damage is reflected to your attacker this turn.
REFLEX,반사신경,Reflex,silent,character,Uncommon,E3,Skill,partial,1,1,SLY,3.4,3.4,3.4,16.0,16.0,,,,simple_fixed_v3,,Draw 2 cards.
REFRACT,굴절,Refract,defect,character,Uncommon,E3,Attack,full_scenario,2,2,,16.0,16.25,16.75,16.0,16.0,0.0,0.25,0.75,multi_hit_strength_synergy|simple_fixed_v3,,Deal 9 damage twice. Channel 2 Glass.
REGRET,후회,Regret,curse,curse,Curse,E-1,Curse,partial,1,1,UNPLAYABLE,-33.0,-3.134,0.0,,,,,,atomic_fixed|condition_probability|recurring_turns|scaling_count,,"At the end of your turn, if this is in your Hand, lose 1 HP for each card in your Hand."
RELAX,안식,Relax,event,event,Ancient,E3,Skill,full_fixed,2,2,,14.72,14.72,14.72,,,,,,atomic_fixed|delay_next_turn,,"Gain 15 Block. Next turn, draw 2 cards and gain 2 Energy."
REND,쥐어뜯기,Rend,colorless,colorless,Rare,E2,Attack,partial,1,2,,7.5,7.5,7.5,18.0,18.0,,,,atomic_fixed,Deals 5 additional damage for each unique debuff on the enemy.,Deal 15 damage. Deals 5 additional damage for each unique debuff on the enemy.
RESONANCE,공진,Resonance,regent,character,Uncommon,E1+S3,Skill,full_fixed,2,2,,5.85,5.85,5.85,,,,,,atomic_enemy_strength_loss|atomic_fixed,,Gain 1 Strength. ALL enemies lose 1 Strength.
RESTLESSNESS,초조함,Restlessness,colorless,colorless,Uncommon,E0,Skill,full_scenario,1,1,,0.5,6.38,8.9,4.25,4.25,-3.75,2.13,4.65,atomic_fixed|condition_probability,,"If your Hand is empty, draw 2 cards and gain 2 Energy."
RICOCHET,도탄,Ricochet,silent,character,Common,E2,Attack,partial,1,1,SLY,5.4,6.15,7.65,9.0,9.0,,,,atomic_random_target_damage|multi_hit_strength_synergy,,Deal 3 damage to a random enemy 4 times.
RIGHT_HAND_HAND,진정한 오른팔,Right Hand Hand,necrobinder,character,Uncommon,E0,Attack,partial,1,2,,1.8,1.8,1.8,5.0,4.3,,,,atomic_osty_damage,"Whenever you play a card that costs 2 Energy or more, return this to your Hand from the Discard Pile.","Osty deals 4 damage. Whenever you play a card that costs 2 Energy or more, return this to your Hand from the Discard Pile."
RIP_AND_TEAR,날뛰기,Rip and Tear,event,event,Event,E1,Attack,partial,0,1,,0.0,0.25,0.75,,,,,,multi_hit_strength_synergy,Deal 7 damage to a random enemy twice.,Deal 7 damage to a random enemy twice.
ROCKET_PUNCH,로켓 펀치,Rocket Punch,defect,character,Uncommon,E2,Attack,partial,2,3,,7.75,7.75,7.75,11.0,11.0,,,,atomic_fixed,"Whenever you create a Status, reduce this card's cost to 0 Energy until played.","Deal 13 damage. Draw 1 card. Whenever you create a Status, reduce this card's cost to 0 Energy until played."
ROLLING_BOULDER,굴러가는 바위,Rolling Boulder,colorless,colorless,Rare,E3,Power,partial,0,1,,0.0,0.0,0.0,14.5,14.5,,,,,"At the start of your turn, deal 5 damage to ALL enemies and increase this damage by 5.","At the start of your turn, deal 5 damage to ALL enemies and increase this damage by 5."
ROYALTIES,로열티,Royalties,regent,character,Rare,E1,Power,partial,0,1,,0.0,0.0,0.0,6.5,6.5,,,,,"At the end of combat, gain 30 Gold.","At the end of combat, gain 30 Gold."
ROYAL_GAMBLE,성대한 도박,Royal Gamble,regent,character,Uncommon,E0+S5,Skill,full_fixed,1,1,,12.5,12.5,12.5,,,,,,simple_fixed_v3,,Gain 9 Stars.
RUPTURE,파열,Rupture,ironclad,character,Uncommon,E1,Power,full_scenario,1,1,,3.25,11.375,58.5,6.5,6.5,-3.25,4.875,52.0,atomic_fixed|event_triggers,,"Whenever you lose HP on your turn, gain 1 Strength."
SACRIFICE,희생,Sacrifice,necrobinder,character,Rare,E1,Skill,partial,0,1,,0.5,0.5,0.5,6.5,6.5,,,,,"If Osty is alive, he dies and you gain Block equal to double his Max HP.","If Osty is alive, he dies and you gain Block equal to double his Max HP."
SALVO,집중 포화,Salvo,colorless,colorless,Rare,E1,Attack,full_fixed,2,2,,8.0,8.0,8.0,9.0,9.0,-1.0,-1.0,-1.0,atomic_fixed|atomic_retain_hand,,Deal 12 damage. Retain your Hand this turn.
SCARE,위협,Scare,silent,character,Uncommon,E0,Skill,full_fixed,1,1,,1.73,1.73,1.73,5.0,4.3,-2.57,-2.57,-2.57,simple_fixed_v3,,Apply 1 Weak to ALL enemies.
SCAVENGE,포집,Scavenge,defect,character,Uncommon,E1,Skill,full_fixed,2,2,,5.0,5.0,5.0,6.5,6.5,-1.5,-1.5,-1.5,atomic_fixed|atomic_selected_exhaust|delay_next_turn,,"Exhaust a card. Next turn, gain 2 Energy."
SCOURGE,징벌,Scourge,necrobinder,character,Common,E1,Skill,full_fixed,2,2,,4.76,4.76,4.76,5.3,5.3,-0.54,-0.54,-0.54,simple_fixed_v3,,Apply 13 Doom. Draw 1 card.
SCRAPE,긁어내기,Scrape,defect,character,Uncommon,E1,Attack,partial,2,3,,11.2,11.2,11.2,6.5,6.5,,,,atomic_fixed,Discard all cards drawn this way that do not cost 0 Energy.,Deal 7 damage. Draw 4 cards. Discard all cards drawn this way that do not cost 0 Energy.
SCRAWL,휘갈김,Scrawl,colorless,colorless,Rare,E1,Skill,partial,0,1,,-1.0,-1.0,-1.0,9.0,9.0,,,,,Draw cards until your Hand is full.,Draw cards until your Hand is full.
SCULPTING_STRIKE,조각 타격,Sculpting Strike,necrobinder,character,Common,E1,Attack,full_fixed,2,2,,3.5,3.5,3.5,5.3,5.3,-1.8,-1.8,-1.8,atomic_fixed|atomic_grant_ethereal,,Deal 9 damage. Add Ethereal to a card in your Hand.
SEANCE,강령회,Seance,necrobinder,character,Rare,E1,Skill,partial,0,1,,-1.0,-1.0,-1.0,6.5,6.5,,,,,Transform a card in your Draw Pile into Soul.,Transform a card in your Draw Pile into Soul.
SECOND_WIND,기사회생,Second Wind,ironclad,character,Uncommon,E1,Skill,partial,1,2,,3.0,6.6,30.0,6.5,6.5,,,,atomic_fixed|scaling_count,Exhaust all non-Attack cards in your Hand.,Exhaust all non-Attack cards in your Hand. Gain 5 Block for each card Exhausted.
SECRET_TECHNIQUE,비밀 기술,Secret Technique,colorless,colorless,Rare,E0,Skill,partial,0,1,,-1.0,-1.0,-1.0,5.0,5.0,,,,,Put a Skill from your Draw Pile into your Hand.,Put a Skill from your Draw Pile into your Hand.
SECRET_WEAPON,비밀 병기,Secret Weapon,colorless,colorless,Rare,E0,Skill,partial,0,1,,-1.0,-1.0,-1.0,5.0,5.0,,,,,Put an Attack from your Draw Pile into your Hand.,Put an Attack from your Draw Pile into your Hand.
SEEKER_STRIKE,탐색 타격,Seeker Strike,colorless,colorless,Uncommon,E1,Attack,partial,1,2,,4.5,4.5,4.5,6.8,6.8,,,,atomic_fixed,Choose 1 of 3 cards in your Draw Pile to add into your Hand.,Deal 9 damage. Choose 1 of 3 cards in your Draw Pile to add into your Hand.
SEEKING_EDGE,날 세우기,Seeking Edge,regent,character,Rare,E1,Power,partial,1,2,,2.31,2.31,2.31,6.5,6.5,,,,atomic_fixed,Sovereign Blade now deals damage to ALL enemies.,Forge 7. Sovereign Blade now deals damage to ALL enemies.
SENTRY_MODE,경계 태세,Sentry Mode,necrobinder,character,Rare,E2,Power,partial,0,1,,0.0,0.0,0.0,17.0,17.0,,,,,"At the start of your turn, add 1 Sweeping Gaze into your Hand.","At the start of your turn, add 1 Sweeping Gaze into your Hand."
SERPENT_FORM,구렁이의 형상,Serpent Form,silent,character,Rare,E3,Power,partial,0,1,,0.0,0.0,0.0,20.0,20.0,,,,,"Whenever you play a card, deal 4 damage to a random enemy.","Whenever you play a card, deal 4 damage to a random enemy."
SETUP_STRIKE,사전 타격,Setup Strike,ironclad,character,Common,E1,Attack,full_fixed,2,2,,5.1,5.1,5.1,5.3,5.3,-0.2,-0.2,-0.2,atomic_fixed|atomic_temporary_stat,,Deal 7 damage. Gain 2 Strength this turn.
SEVEN_STARS,일곱 개의 별,Seven Stars,regent,character,Rare,E2+S7,Attack,full_scenario,1,1,,31.85,33.35,36.35,,,,,,multi_hit_strength_synergy|simple_fixed_v3,,Deal 7 damage to ALL enemies 7 times.
SEVERANCE,분리,Severance,necrobinder,character,Uncommon,E2,Attack,full_fixed,2,2,,9.5,9.5,9.5,11.0,11.0,-1.5,-1.5,-1.5,atomic_fixed|atomic_three_souls,,"Deal 13 damage. Add a Soul into your Draw Pile, Hand, and Discard Pile."
SHADOWMELD,그림자 은신,Shadowmeld,silent,character,Rare,E1,Skill,partial,0,1,,0.0,0.0,0.0,6.5,6.5,,,,,Double your Block gain this turn.,Double your Block gain this turn.
SHADOW_SHIELD,그림자 방패,Shadow Shield,defect,character,Uncommon,E2,Skill,full_fixed,2,2,,11.0,11.0,11.0,11.0,11.0,0.0,0.0,0.0,simple_fixed_v3,,Gain 11 Block. Channel 1 Dark.
SHADOW_STEP,그림자 걸음,Shadow Step,silent,character,Rare,E1,Skill,partial,1,2,,-3.0,-2.0,-1.0,6.5,6.5,,,,atomic_discard_hand,"Next turn, Attacks deal double damage.","Discard your Hand. Next turn, Attacks deal double damage."
SHAME,수치,Shame,curse,curse,Curse,E-1,Curse,partial,1,1,UNPLAYABLE,-9.0,-3.885,0.0,,,,,,atomic_self_debuff|condition_probability|recurring_turns,,"At the end of your turn, if this is in your Hand, gain 1 Frail."
SHARED_FATE,운명 공유,Shared Fate,necrobinder,character,Rare,E0,Skill,partial,1,2,,-7.5,-4.25,-1.0,6.5,6.5,,,,atomic_lose_strength_conditional_stock,Enemy loses 2 Strength.,Lose 2 Strength. Enemy loses 2 Strength.
SHATTER,산산조각,Shatter,defect,character,Rare,E1,Attack,partial,1,2,,4.55,4.55,4.55,6.5,6.5,,,,atomic_fixed,Evoke all of your Orbs twice.,Deal 7 damage to ALL enemies. Evoke all of your Orbs twice.
SHINING_STRIKE,빛나는 타격,Shining Strike,regent,character,Uncommon,E1,Attack,partial,2,3,,7.0,7.0,7.0,6.5,6.5,,,,atomic_fixed,Put this card on top of your Draw Pile.,Deal 8 damage. Gain 2 Stars. Put this card on top of your Draw Pile.
SHIV,단도,Shiv,token,token,Token,E0,Attack,full_fixed,1,1,,1.0,1.0,1.0,,,,,,simple_fixed_v3,,Deal 4 damage.
SHOCKWAVE,충격파,Shockwave,colorless,colorless,Uncommon,E2,Skill,full_fixed,1,1,,14.99,14.99,14.99,12.0,12.0,2.99,2.99,2.99,simple_fixed_v3,,Apply 3 Weak and Vulnerable to ALL enemies.
SHROUD,수의,Shroud,necrobinder,character,Uncommon,E1,Power,full_scenario,1,1,,1.2,4.2,21.6,6.5,6.5,-5.3,-2.3,15.1,atomic_fixed|event_triggers,,"Whenever you apply Doom, gain 2 Block."
SHRUG_IT_OFF,흘려보내기,Shrug It Off,ironclad,character,Common,E1,Skill,full_fixed,2,2,,6.05,6.05,6.05,5.3,5.3,0.75,0.75,0.75,simple_fixed_v3,,Gain 8 Block. Draw 1 card.
SIC_EM,덮쳐!,Sic 'Em,necrobinder,character,Uncommon,E1,Attack,full_scenario,2,2,,5.55,13.8,61.65,6.5,6.5,-0.95,7.3,55.15,atomic_fixed|atomic_osty_damage|event_triggers,,"Osty deals 5 damage. Whenever Osty hits this enemy this turn, Summon 3."
SIGNAL_BOOST,신호 증폭,Signal Boost,defect,character,Rare,E1,Skill,partial,0,1,,-1.0,-1.0,-1.0,6.5,6.5,,,,,The next Power you play is played an additional time.,The next Power you play is played an additional time.
SKEWER,꼬챙이,Skewer,silent,character,Uncommon,EX,Attack,full_scenario,1,1,,4.0,8.0,16.0,,,,,,atomic_fixed|x_value,,Deal 8 damage X times.
SKIM,걷어내기,Skim,defect,character,Uncommon,E1,Skill,full_fixed,1,1,,5.55,5.55,5.55,6.5,6.5,-0.95,-0.95,-0.95,simple_fixed_v3,,Draw 3 cards.
SLEIGHT_OF_FLESH,살점 재주,Sleight of Flesh,necrobinder,character,Uncommon,E2,Power,partial,0,1,,0.0,0.0,0.0,11.0,11.0,,,,,"Whenever you apply a debuff to an enemy, they take 9 damage.","Whenever you apply a debuff to an enemy, they take 9 damage."
SLICE,칼질,Slice,silent,character,Common,E0,Attack,full_fixed,1,1,,3.0,3.0,3.0,2.7,2.7,0.3,0.3,0.3,simple_fixed_v3,,Deal 6 damage.
SLIMED,점액투성이,Slimed,status,status,Status,E1,Status,full_fixed,1,1,,0.25,0.25,0.25,,,,,,simple_fixed_v3,,Draw 1 card.
SLOTH,나태,Sloth,token,token,Status,E-1,Status,partial,0,1,,0.0,0.0,0.0,,,,,,,You cannot play more than 3 cards each turn.,You cannot play more than 3 cards each turn.
SMOKESTACK,배기 장치,Smokestack,defect,character,Uncommon,E1,Power,full_scenario,1,1,,3.25,11.375,58.5,6.5,6.5,-3.25,4.875,52.0,atomic_fixed|event_triggers,,"Whenever you create a Status, deal 5 damage to ALL enemies."
SNAKEBITE,뱀 물기,Snakebite,silent,character,Common,E2,Skill,full_fixed,1,1,,7.5,7.5,7.5,9.0,9.0,-1.5,-1.5,-1.5,simple_fixed_v3,,Apply 7 Poison.
