card_id,name_ko,name_en,pool,rarity,cost,source,clause_index,family,family_ko,polarity,scaling_or_conditional,template_en,clause_en,clause_ko,numeric_values,structured_stats
STRANGLE,목 조르기,Strangle,silent,Uncommon,E1,body,2,card_play,추가 사용/재사용,positive_or_mixed,False,"Whenever you play a card this turn, the enemy loses {n} HP.","Whenever you play a card this turn, the enemy loses 2 HP.","이번 턴에 카드를 사용할 때마다, 대상 적이 체력을 2 잃습니다.",2,"{""damage"":8,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Damage"":8,""StranglePower"":2,""Strangle"":2},""upgrade"":{""damage"":""+2"",""stranglepower"":""+1""}}"
STRANGLE,목 조르기,Strangle,silent,Uncommon,E1,body,2,hp,체력,positive_or_mixed,False,"Whenever you play a card this turn, the enemy loses {n} HP.","Whenever you play a card this turn, the enemy loses 2 HP.","이번 턴에 카드를 사용할 때마다, 대상 적이 체력을 2 잃습니다.",2,"{""damage"":8,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Damage"":8,""StranglePower"":2,""Strangle"":2},""upgrade"":{""damage"":""+2"",""stranglepower"":""+1""}}"
STRANGLE,목 조르기,Strangle,silent,Uncommon,E1,body,2,debuff,약화 효과,positive_or_mixed,False,"Whenever you play a card this turn, the enemy loses {n} HP.","Whenever you play a card this turn, the enemy loses 2 HP.","이번 턴에 카드를 사용할 때마다, 대상 적이 체력을 2 잃습니다.",2,"{""damage"":8,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Damage"":8,""StranglePower"":2,""Strangle"":2},""upgrade"":{""damage"":""+2"",""stranglepower"":""+1""}}"
STRANGLE,목 조르기,Strangle,silent,Uncommon,E1,body,2,trigger,지속/발동기,positive_or_mixed,False,"Whenever you play a card this turn, the enemy loses {n} HP.","Whenever you play a card this turn, the enemy loses 2 HP.","이번 턴에 카드를 사용할 때마다, 대상 적이 체력을 2 잃습니다.",2,"{""damage"":8,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Damage"":8,""StranglePower"":2,""Strangle"":2},""upgrade"":{""damage"":""+2"",""stranglepower"":""+1""}}"
STRATAGEM,책략,Stratagem,colorless,Uncommon,E1,body,1,draw,카드 뽑기,positive_or_mixed,False,"Whenever you shuffle your Draw Pile, choose a card from it to put into your Hand.","Whenever you shuffle your Draw Pile, choose a card from it to put into your Hand.","뽑을 카드 더미를 섞을 때마다, 카드를 1장 선택해 손으로 가져옵니다.",,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":null,""upgrade"":{""cost"":0}}"
STRATAGEM,책략,Stratagem,colorless,Uncommon,E1,body,1,card_move,카드 이동/탐색,positive_or_mixed,False,"Whenever you shuffle your Draw Pile, choose a card from it to put into your Hand.","Whenever you shuffle your Draw Pile, choose a card from it to put into your Hand.","뽑을 카드 더미를 섞을 때마다, 카드를 1장 선택해 손으로 가져옵니다.",,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":null,""upgrade"":{""cost"":0}}"
STRATAGEM,책략,Stratagem,colorless,Uncommon,E1,body,1,trigger,지속/발동기,positive_or_mixed,False,"Whenever you shuffle your Draw Pile, choose a card from it to put into your Hand.","Whenever you shuffle your Draw Pile, choose a card from it to put into your Hand.","뽑을 카드 더미를 섞을 때마다, 카드를 1장 선택해 손으로 가져옵니다.",,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":null,""upgrade"":{""cost"":0}}"
STRIKE_DEFECT,타격,Strike,defect,Basic,E1,body,1,damage,피해,positive_or_mixed,False,Deal {n} damage.,Deal 6 damage.,피해를 6 줍니다.,6,"{""damage"":6,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Damage"":6},""upgrade"":{""damage"":""+3""}}"
STRIKE_IRONCLAD,타격,Strike,ironclad,Basic,E1,body,1,damage,피해,positive_or_mixed,False,Deal {n} damage.,Deal 6 damage.,피해를 6 줍니다.,6,"{""damage"":6,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Damage"":6},""upgrade"":{""damage"":""+3""}}"
STRIKE_NECROBINDER,타격,Strike,necrobinder,Basic,E1,body,1,damage,피해,positive_or_mixed,False,Deal {n} damage.,Deal 6 damage.,피해를 6 줍니다.,6,"{""damage"":6,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Damage"":6},""upgrade"":{""damage"":""+3""}}"
STRIKE_REGENT,타격,Strike,regent,Basic,E1,body,1,damage,피해,positive_or_mixed,False,Deal {n} damage.,Deal 6 damage.,피해를 6 줍니다.,6,"{""damage"":6,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Damage"":6},""upgrade"":{""damage"":""+3""}}"
STRIKE_SILENT,타격,Strike,silent,Basic,E1,body,1,damage,피해,positive_or_mixed,False,Deal {n} damage.,Deal 6 damage.,피해를 6 줍니다.,6,"{""damage"":6,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Damage"":6},""upgrade"":{""damage"":""+3""}}"
SUBROUTINE,서브루틴,Subroutine,defect,Uncommon,E1,body,1,card_play,추가 사용/재사용,positive_or_mixed,False,"Whenever you play a Power, gain {n} Energy.","Whenever you play a Power, gain 1 Energy.","파워 카드를 사용할 때마다, 1 Energy를 얻습니다.",1,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":null,""upgrade"":{""cost"":0}}"
SUBROUTINE,서브루틴,Subroutine,defect,Uncommon,E1,body,1,energy,에너지,positive_or_mixed,False,"Whenever you play a Power, gain {n} Energy.","Whenever you play a Power, gain 1 Energy.","파워 카드를 사용할 때마다, 1 Energy를 얻습니다.",1,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":null,""upgrade"":{""cost"":0}}"
SUBROUTINE,서브루틴,Subroutine,defect,Uncommon,E1,body,1,trigger,지속/발동기,positive_or_mixed,False,"Whenever you play a Power, gain {n} Energy.","Whenever you play a Power, gain 1 Energy.","파워 카드를 사용할 때마다, 1 Energy를 얻습니다.",1,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":null,""upgrade"":{""cost"":0}}"
SUCKER_PUNCH,불의의 일격,Sucker Punch,silent,Common,E1,body,1,damage,피해,positive_or_mixed,False,Deal {n} damage.,Deal 8 damage.,피해를 8 줍니다.,8,"{""damage"":8,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Damage"":8,""WeakPower"":1,""Weak"":1},""upgrade"":{""damage"":""+2"",""weak"":""+1""}}"
SUCKER_PUNCH,불의의 일격,Sucker Punch,silent,Common,E1,body,2,debuff,약화 효과,positive_or_mixed,False,Apply {n} Weak.,Apply 1 Weak.,약화를 1 부여합니다.,1,"{""damage"":8,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Damage"":8,""WeakPower"":1,""Weak"":1},""upgrade"":{""damage"":""+2"",""weak"":""+1""}}"
SUMMON_FORTH,대령하라,Summon Forth,regent,Uncommon,E1,body,1,card_move,카드 이동/탐색,positive_or_mixed,False,Put Sovereign Blade into your Hand from anywhere.,Put Sovereign Blade into your Hand from anywhere.,군주의 칼날이 어디에 있든 손으로 가져옵니다.,,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Forge"":8},""upgrade"":{""forge"":""+3""}}"
SUMMON_FORTH,대령하라,Summon Forth,regent,Uncommon,E1,body,1,forge,제련,positive_or_mixed,False,Put Sovereign Blade into your Hand from anywhere.,Put Sovereign Blade into your Hand from anywhere.,군주의 칼날이 어디에 있든 손으로 가져옵니다.,,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Forge"":8},""upgrade"":{""forge"":""+3""}}"
SUMMON_FORTH,대령하라,Summon Forth,regent,Uncommon,E1,body,2,forge,제련,positive_or_mixed,False,Forge {n}.,Forge 8.,단조 8.,8,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Forge"":8},""upgrade"":{""forge"":""+3""}}"
SUNDER,찢기,Sunder,defect,Uncommon,E3,body,1,damage,피해,positive_or_mixed,False,Deal {n} damage.,Deal 24 damage.,피해를 24 줍니다.,24,"{""damage"":24,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":3,""hp_loss"":null,""vars"":{""Damage"":24,""Energy"":3},""upgrade"":{""damage"":""+8""}}"
SUNDER,찢기,Sunder,defect,Uncommon,E3,body,2,energy,에너지,positive_or_mixed,False,"If this kills an enemy, gain {n} Energy.","If this kills an enemy, gain 3 Energy.","이 카드로 적을 처치 시, 3 Energy을 얻습니다.",3,"{""damage"":24,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":3,""hp_loss"":null,""vars"":{""Damage"":24,""Energy"":3},""upgrade"":{""damage"":""+8""}}"
SUNDER,찢기,Sunder,defect,Uncommon,E3,body,2,trigger,지속/발동기,positive_or_mixed,False,"If this kills an enemy, gain {n} Energy.","If this kills an enemy, gain 3 Energy.","이 카드로 적을 처치 시, 3 Energy을 얻습니다.",3,"{""damage"":24,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":3,""hp_loss"":null,""vars"":{""Damage"":24,""Energy"":3},""upgrade"":{""damage"":""+8""}}"
SUPERCRITICAL,임계 초과,Supercritical,defect,Rare,E0,body,1,energy,에너지,positive_or_mixed,False,Gain {n} Energy.,Gain 4 Energy.,4 Energy를 얻습니다.,4,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":4,""hp_loss"":null,""vars"":{""Energy"":4},""upgrade"":{""energy"":""+2""}}"
SUPERCRITICAL,임계 초과,Supercritical,defect,Rare,E0,keyword,,keyword,카드 키워드,contextual,False,Keyword: Exhaust,Keyword: Exhaust,키워드: 소멸,,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":4,""hp_loss"":null,""vars"":{""Energy"":4},""upgrade"":{""energy"":""+2""}}"
SUPERMASSIVE,초질량,Supermassive,regent,Uncommon,E1,body,1,damage,피해,positive_or_mixed,False,Deal {n} damage.,Deal 5 damage.,피해를 5 줍니다.,5,"{""damage"":5,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""CalculationBase"":5,""ExtraDamage"":3,""CalculatedDamage"":5},""upgrade"":{""extradamage"":""+1""}}"
SUPERMASSIVE,초질량,Supermassive,regent,Uncommon,E1,body,2,damage,피해,positive_or_mixed,True,Deals {n} additional damage for each card you created this combat.,Deals 3 additional damage for each card you created this combat.,이번 전투 동안 생성한 카드 1장당 피해량이 3 증가합니다.,3,"{""damage"":5,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""CalculationBase"":5,""ExtraDamage"":3,""CalculatedDamage"":5},""upgrade"":{""extradamage"":""+1""}}"
SUPERMASSIVE,초질량,Supermassive,regent,Uncommon,E1,body,2,scaling,가변/스케일링,positive_or_mixed,True,Deals {n} additional damage for each card you created this combat.,Deals 3 additional damage for each card you created this combat.,이번 전투 동안 생성한 카드 1장당 피해량이 3 증가합니다.,3,"{""damage"":5,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""CalculationBase"":5,""ExtraDamage"":3,""CalculatedDamage"":5},""upgrade"":{""extradamage"":""+1""}}"
SUPPRESS,진압,Suppress,silent,Ancient,E0,body,1,damage,피해,positive_or_mixed,False,Deal {n} damage.,Deal 11 damage.,피해를 11 줍니다.,11,"{""damage"":11,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Damage"":11,""WeakPower"":3,""Weak"":3},""upgrade"":{""damage"":""+6"",""weak"":""+2""}}"
SUPPRESS,진압,Suppress,silent,Ancient,E0,body,2,debuff,약화 효과,positive_or_mixed,False,Apply {n} Weak.,Apply 3 Weak.,약화를 3 부여합니다.,3,"{""damage"":11,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Damage"":11,""WeakPower"":3,""Weak"":3},""upgrade"":{""damage"":""+6"",""weak"":""+2""}}"
SUPPRESS,진압,Suppress,silent,Ancient,E0,keyword,,keyword,카드 키워드,contextual,False,Keyword: Innate,Keyword: Innate,키워드: 선천성,,"{""damage"":11,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Damage"":11,""WeakPower"":3,""Weak"":3},""upgrade"":{""damage"":""+6"",""weak"":""+2""}}"
SURVIVOR,생존자,Survivor,silent,Basic,E1,body,1,block,방어도,positive_or_mixed,False,Gain {n} Block.,Gain 8 Block.,방어도를 8 얻습니다.,8,"{""damage"":null,""block"":8,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Block"":8},""upgrade"":{""block"":""+3""}}"
SURVIVOR,생존자,Survivor,silent,Basic,E1,body,2,discard,버리기,positive_or_mixed,False,Discard {n} card.,Discard 1 card.,카드를 1장 버립니다.,1,"{""damage"":null,""block"":8,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Block"":8},""upgrade"":{""block"":""+3""}}"
SWEEPING_BEAM,광선 휩쓸기,Sweeping Beam,defect,Common,E1,body,1,damage,피해,positive_or_mixed,False,Deal {n} damage to ALL enemies.,Deal 6 damage to ALL enemies.,모든 적에게 피해를 6 줍니다.,6,"{""damage"":6,""block"":null,""hit_count"":null,""cards_draw"":1,""energy_gain"":null,""hp_loss"":null,""vars"":{""Damage"":6,""Cards"":1},""upgrade"":{""damage"":""+3""}}"
SWEEPING_BEAM,광선 휩쓸기,Sweeping Beam,defect,Common,E1,body,2,draw,카드 뽑기,positive_or_mixed,False,Draw {n} card.,Draw 1 card.,카드를 1장 뽑습니다.,1,"{""damage"":6,""block"":null,""hit_count"":null,""cards_draw"":1,""energy_gain"":null,""hp_loss"":null,""vars"":{""Damage"":6,""Cards"":1},""upgrade"":{""damage"":""+3""}}"
SWEEPING_GAZE,훑어보기,Sweeping Gaze,token,Token,E0,body,1,damage,피해,positive_or_mixed,False,Osty deals {n} damage to a random enemy.,Osty deals 10 damage to a random enemy.,골골이가 무작위 적에게 피해를 10 줍니다.,10,"{""damage"":10,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""OstyDamage"":10,""Damage"":10},""upgrade"":{""ostydamage"":""+5""}}"
SWEEPING_GAZE,훑어보기,Sweeping Gaze,token,Token,E0,body,1,osty,오스티/소환,positive_or_mixed,False,Osty deals {n} damage to a random enemy.,Osty deals 10 damage to a random enemy.,골골이가 무작위 적에게 피해를 10 줍니다.,10,"{""damage"":10,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""OstyDamage"":10,""Damage"":10},""upgrade"":{""ostydamage"":""+5""}}"
SWEEPING_GAZE,훑어보기,Sweeping Gaze,token,Token,E0,keyword,,keyword,카드 키워드,contextual,False,Keyword: Exhaust,Keyword: Exhaust,키워드: 소멸,,"{""damage"":10,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""OstyDamage"":10,""Damage"":10},""upgrade"":{""ostydamage"":""+5""}}"
SWEEPING_GAZE,훑어보기,Sweeping Gaze,token,Token,E0,keyword,,keyword,카드 키워드,contextual,False,Keyword: Ethereal,Keyword: Ethereal,키워드: 휘발성,,"{""damage"":10,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""OstyDamage"":10,""Damage"":10},""upgrade"":{""ostydamage"":""+5""}}"
SWORD_BOOMERANG,부메랑 칼날,Sword Boomerang,ironclad,Common,E1,body,1,damage,피해,positive_or_mixed,False,Deal {n} damage to a random enemy {n} times.,Deal 3 damage to a random enemy 3 times.,무작위 적에게 피해를 3만큼 3번 줍니다.,3|3,"{""damage"":3,""block"":null,""hit_count"":3,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Damage"":3,""Repeat"":3},""upgrade"":{""repeat"":""+1""}}"
SWORD_SAGE,검성,Sword Sage,regent,Rare,E2,body,1,card_play,추가 사용/재사용,positive_or_mixed,False,Sovereign Blade gains Replay {n}.,Sovereign Blade gains Replay 1.,군주의 칼날이 재사용을 1 얻습니다.,1,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""SwordSagePower"":1,""SwordSage"":1},""upgrade"":{""cost"":1}}"
SWORD_SAGE,검성,Sword Sage,regent,Rare,E2,body,1,forge,제련,positive_or_mixed,False,Sovereign Blade gains Replay {n}.,Sovereign Blade gains Replay 1.,군주의 칼날이 재사용을 1 얻습니다.,1,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""SwordSagePower"":1,""SwordSage"":1},""upgrade"":{""cost"":1}}"
SYNCHRONIZE,동기화,Synchronize,defect,Uncommon,E1,body,1,orb,구체,positive_or_mixed,True,Gain {n} Focus this turn for each unique Orb you have.,Gain 2 Focus this turn for each unique Orb you have.,영창된 구체의 종류 하나당 이번 턴에 밀집을 2 얻습니다.,2,"{""damage"":0,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""CalculationBase"":0,""CalculationExtra"":2},""upgrade"":{""remove_exhaust"":1}}"
SYNCHRONIZE,동기화,Synchronize,defect,Uncommon,E1,body,1,scaling,가변/스케일링,positive_or_mixed,True,Gain {n} Focus this turn for each unique Orb you have.,Gain 2 Focus this turn for each unique Orb you have.,영창된 구체의 종류 하나당 이번 턴에 밀집을 2 얻습니다.,2,"{""damage"":0,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""CalculationBase"":0,""CalculationExtra"":2},""upgrade"":{""remove_exhaust"":1}}"
SYNCHRONIZE,동기화,Synchronize,defect,Uncommon,E1,keyword,,keyword,카드 키워드,contextual,False,Keyword: Exhaust,Keyword: Exhaust,키워드: 소멸,,"{""damage"":0,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""CalculationBase"":0,""CalculationExtra"":2},""upgrade"":{""remove_exhaust"":1}}"
SYNTHESIS,합성,Synthesis,defect,Uncommon,E2,body,1,damage,피해,positive_or_mixed,False,Deal {n} damage.,Deal 14 damage.,피해를 14 줍니다.,14,"{""damage"":14,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Damage"":14},""upgrade"":{""damage"":""+6""}}"
SYNTHESIS,합성,Synthesis,defect,Uncommon,E2,body,2,card_cost,비용 변화,positive_or_mixed,False,The next Power you play costs {n} Energy.,The next Power you play costs 0 Energy.,다음에 사용하는 파워 카드의 비용이 0 Energy이 됩니다.,0,"{""damage"":14,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Damage"":14},""upgrade"":{""damage"":""+6""}}"
SYNTHESIS,합성,Synthesis,defect,Uncommon,E2,body,2,card_play,추가 사용/재사용,positive_or_mixed,False,The next Power you play costs {n} Energy.,The next Power you play costs 0 Energy.,다음에 사용하는 파워 카드의 비용이 0 Energy이 됩니다.,0,"{""damage"":14,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Damage"":14},""upgrade"":{""damage"":""+6""}}"
SYNTHESIS,합성,Synthesis,defect,Uncommon,E2,body,2,energy,에너지,positive_or_mixed,False,The next Power you play costs {n} Energy.,The next Power you play costs 0 Energy.,다음에 사용하는 파워 카드의 비용이 0 Energy이 됩니다.,0,"{""damage"":14,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Damage"":14},""upgrade"":{""damage"":""+6""}}"
TACTICIAN,전략가,Tactician,silent,Uncommon,E3,body,1,energy,에너지,positive_or_mixed,False,Gain {n} Energy.,Gain 1 Energy.,1 Energy를 얻습니다.,1,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":1,""hp_loss"":null,""vars"":{""Energy"":1},""upgrade"":{""energy"":""+1""}}"
TACTICIAN,전략가,Tactician,silent,Uncommon,E3,keyword,,keyword,카드 키워드,contextual,False,Keyword: Sly,Keyword: Sly,키워드: 교활,,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":1,""hp_loss"":null,""vars"":{""Energy"":1},""upgrade"":{""energy"":""+1""}}"
TAG_TEAM,태그 팀,Tag Team,colorless,Uncommon,E2,body,1,damage,피해,positive_or_mixed,False,Deal {n} damage.,Deal 11 damage.,피해를 11 줍니다.,11,"{""damage"":11,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Damage"":11},""upgrade"":{""damage"":""+4""}}"
TAG_TEAM,태그 팀,Tag Team,colorless,Uncommon,E2,body,2,ally,협동,positive_or_mixed,False,The next Attack another player plays on the enemy is played an extra time.,The next Attack another player plays on the enemy is played an extra time.,다른 플레이어가 다음에 대상 적에게 사용하는 공격 카드가 1번 추가로 사용됩니다.,,"{""damage"":11,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Damage"":11},""upgrade"":{""damage"":""+4""}}"
TAG_TEAM,태그 팀,Tag Team,colorless,Uncommon,E2,body,2,card_play,추가 사용/재사용,positive_or_mixed,False,The next Attack another player plays on the enemy is played an extra time.,The next Attack another player plays on the enemy is played an extra time.,다른 플레이어가 다음에 대상 적에게 사용하는 공격 카드가 1번 추가로 사용됩니다.,,"{""damage"":11,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Damage"":11},""upgrade"":{""damage"":""+4""}}"
TANK,탱커,Tank,ironclad,Rare,E1,body,1,damage,피해,negative_or_cost,True,Take double damage from enemies.,Take double damage from enemies.,적에게 받는 피해가 2배가 됩니다.,,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":null,""upgrade"":{""cost"":0}}"
TANK,탱커,Tank,ironclad,Rare,E1,body,1,restriction,사용 제약,negative_or_cost,True,Take double damage from enemies.,Take double damage from enemies.,적에게 받는 피해가 2배가 됩니다.,,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":null,""upgrade"":{""cost"":0}}"
TANK,탱커,Tank,ironclad,Rare,E1,body,1,scaling,가변/스케일링,negative_or_cost,True,Take double damage from enemies.,Take double damage from enemies.,적에게 받는 피해가 2배가 됩니다.,,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":null,""upgrade"":{""cost"":0}}"
TANK,탱커,Tank,ironclad,Rare,E1,body,2,ally,협동,negative_or_cost,True,Allies take half damage from enemies.,Allies take half damage from enemies.,아군이 적에게 받는 피해가 절반이 됩니다.,,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":null,""upgrade"":{""cost"":0}}"
TANK,탱커,Tank,ironclad,Rare,E1,body,2,damage,피해,negative_or_cost,True,Allies take half damage from enemies.,Allies take half damage from enemies.,아군이 적에게 받는 피해가 절반이 됩니다.,,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":null,""upgrade"":{""cost"":0}}"
TANK,탱커,Tank,ironclad,Rare,E1,body,2,scaling,가변/스케일링,negative_or_cost,True,Allies take half damage from enemies.,Allies take half damage from enemies.,아군이 적에게 받는 피해가 절반이 됩니다.,,"{""damage"":null,""block"":null,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":null,""upgrade"":{""cost"":0}}"
TAUNT,도발,Taunt,ironclad,Uncommon,E1,body,1,block,방어도,positive_or_mixed,False,Gain {n} Block.,Gain 7 Block.,방어도를 7 얻습니다.,7,"{""damage"":null,""block"":7,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Block"":7,""VulnerablePower"":1,""Vulnerable"":1},""upgrade"":{""block"":""+1"",""vulnerable"":""+1""}}"
TAUNT,도발,Taunt,ironclad,Uncommon,E1,body,2,debuff,약화 효과,positive_or_mixed,False,Apply {n} Vulnerable.,Apply 1 Vulnerable.,취약을 1 부여합니다.,1,"{""damage"":null,""block"":7,""hit_count"":null,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Block"":7,""VulnerablePower"":1,""Vulnerable"":1},""upgrade"":{""block"":""+1"",""vulnerable"":""+1""}}"
TEAR_ASUNDER,갈가리 찢기,Tear Asunder,ironclad,Rare,E2,body,1,damage,피해,positive_or_mixed,False,Deal {n} damage.,Deal 5 damage.,피해를 5 줍니다.,5,"{""damage"":5,""block"":null,""hit_count"":1,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Damage"":5,""Repeat"":1,""CalculationBase"":0,""CalculationExtra"":1},""upgrade"":{""damage"":""+2""}}"
TEAR_ASUNDER,갈가리 찢기,Tear Asunder,ironclad,Rare,E2,body,2,card_play,추가 사용/재사용,positive_or_mixed,True,Hits an additional time for each time you lost HP this combat.,Hits an additional time for each time you lost HP this combat.,이번 전투 동안 체력을 잃은 횟수만큼 반복합니다.,,"{""damage"":5,""block"":null,""hit_count"":1,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Damage"":5,""Repeat"":1,""CalculationBase"":0,""CalculationExtra"":1},""upgrade"":{""damage"":""+2""}}"
TEAR_ASUNDER,갈가리 찢기,Tear Asunder,ironclad,Rare,E2,body,2,hp,체력,positive_or_mixed,True,Hits an additional time for each time you lost HP this combat.,Hits an additional time for each time you lost HP this combat.,이번 전투 동안 체력을 잃은 횟수만큼 반복합니다.,,"{""damage"":5,""block"":null,""hit_count"":1,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Damage"":5,""Repeat"":1,""CalculationBase"":0,""CalculationExtra"":1},""upgrade"":{""damage"":""+2""}}"
TEAR_ASUNDER,갈가리 찢기,Tear Asunder,ironclad,Rare,E2,body,2,scaling,가변/스케일링,positive_or_mixed,True,Hits an additional time for each time you lost HP this combat.,Hits an additional time for each time you lost HP this combat.,이번 전투 동안 체력을 잃은 횟수만큼 반복합니다.,,"{""damage"":5,""block"":null,""hit_count"":1,""cards_draw"":null,""energy_gain"":null,""hp_loss"":null,""vars"":{""Damage"":5,""Repeat"":1,""CalculationBase"":0,""CalculationExtra"":1},""upgrade"":{""damage"":""+2""}}"
